	round_number	emotion	text_id	timestamp	prolific_id	anger	boredom	disgust	fear	guilt	joy	pride	relief	sadness	shame	surprise	trust	generated_text	hidden_emo_text	event_duration	emotion_duration	intensity	confidence	suddenness	familiarity	predict_event	pleasantness	unpleasantness	goal_relevance	chance_responsblt	self_responsblt	other_responsblt	predict_conseq	goal_support	urgency	self_control	other_control	chance_control	accept_conseq	standards	social_norms	attention	not_consider	effort	previous_participation	age	gender	education	ethnicity	extravert	critical	dependable	anxious	open	quiet	sympathetic	disorganized	calm	conventional	did_you_lie?	original_demographics
5374	round-5	shame	52336	2021/10/06 2:35:54 pm EET	034bb12696eb7f4e7b155459c1d5fd57	1	2	1	1	1	2	1	1	2	2	1	2	my mother found out about elements of my sexual history	my mother found out about elements of my sexual history	hours	weeks	5	5	4	1	2	1	5	5	2	3	5	3	1	5	2	5	1	2	4	3	5	5	5	No, I participated before and answered the next set of questions.	28	Female	High school	European	2.0	6.0	3.0	7.0	5.0	2.0	5.0	6.0	1.0	4.0	The event really happened in my life.	COPIED FROM: text id 5296
379	round-5	anger	5209	2021/10/06 3:37:05 pm EET	4012d270b165a399254c516dd423e377	2	2	1	1	1	1	1	2	1	1	1	2	Another member of the art co op that I have my art studio in put himself forward for my treasurer role without consulting me until less than a day before. He arranged his friends to vote for him. It was widely acknowledged that I did my role exceptionally well under difficult circumstances (covid and the co op had to relocate/nearly folded during my time). Yet other personalities wanted to have representation on the managing committee based on their friendships, not on the process of the co op. The irony was that I wanted to pass on the role anyway, but doing so in such an abrupt way was irresponsible as well as the obvious deception and disregard for all my hard work. The roles in the co op are all voluntary which makes it even worse that an atmosphere of competition was set up when we could have collaborated and had a nice smooth handover transition period.	Another member of the art co op that I have my art studio in put himself forward for my treasurer role without consulting me until less than a day before. He arranged his friends to vote for him. It was widely acknowledged that I did my role exceptionally well under difficult circumstances (covid and the co op had to relocate/nearly folded during my time). Yet other personalities wanted to have representation on the managing committee based on their friendships, not on the process of the co op. The irony was that I wanted to pass on the role anyway, but doing so in such an abrupt way was irresponsible as well as the obvious deception and disregard for all my hard work. The roles in the co op are all voluntary which makes it even worse that an atmosphere of competition was set up when we could have collaborated and had a nice smooth handover transition period.	weeks	weeks	4	5	5	1	2	1	5	3	1	1	5	3	3	4	4	5	1	3	5	4	4	1	5	Yes, first time, I will answer the following questions.	43	Female	Graduate degree (MA/MSc/MPhil/other)	Jewish white British	6.0	5.0	6.0	3.0	6.0	3.0	6.0	7.0	6.0	1.0	The event really happened in my life.	ORIGINAL
3749	round-4	pride	41093	2021/09/20 1:03:38 am EET	f7a7ff103eb75f0ef7b4d053a2115aef	2	5	1	1	2	3	4	1	3	1	1	2	I fixed the heating element on my oven when it broke because my partner said he couldn’t do it and we need to hire an electrician. I saved us a lot of money and felt accomplished for doing the task on my own.	I fixed the heating element on my oven when it broke because my partner said he couldn’t do it and we need to hire an electrician. I saved us a lot of money and felt accomplished for doing the task on my own.	minutes	hours	2	3	2	1	1	4	1	1	4	1	1	2	3	5	4	1	5	2	4	1	5	1	3	No, I participated before and answered the next set of questions.	24	Female	Secondary education	European	1.0	2.0	6.0	3.0	6.0	6.0	7.0	2.0	5.0	4.0	--	COPIED FROM: text id 4243
2595	round-4	joy	4784	2021/09/20 12:37:24 am EET	9cac81c549b8664828f91fd154e73cfa	1	4	1	1	1	2	1	1	1	1	1	1	I was a bridesmaid at my sisters wedding	I was a bridesmaid at my sisters wedding	hours	days	5	5	1	2	5	5	1	3	1	1	5	4	5	3	2	5	2	4	1	1	5	1	4	No, I participated before and answered the next set of questions.	33	Female	Undergraduate degree (BA/BSc/other)	Prefer not to answer	4.0	5.0	5.0	4.0	5.0	3.0	4.0	5.0	4.0	4.0	--	COPIED FROM REJECTED: text id 4540
1420	round-5	disgust	5530	2021/10/06 2:21:42 pm EET	18675a3d836669a516f36227a97d50f8	3	2	3	1	1	5	1	5	1	1	1	1	someone used vulgar word beside me	someone used vulgar word beside me	minutes	seconds	3	3	2	3	2	3	1	3	3	1	4	1	3	3	3	3	1	3	3	3	3	3	3	No, I participated before and answered the next set of questions.	34	Male	Undergraduate degree (BA/BSc/other)	North American	3.0	4.0	2.0	4.0	5.0	2.0	3.0	3.0	3.0	4.0	The event really happened in my life.	COPIED FROM: text id 515
5879	round-5	surprise	52496	2021/10/06 3:32:56 pm EET	66fd631cbbcda23138a8ae26f6571988	1	2	1	1	1	1	1	1	1	1	1	1	I surprise when my dad planned a trip to Italy for me and my sister.	I ... when my dad planned a trip to Italy for me and my sister.	minutes	hours	3	3	4	2	1	5	1	1	2	1	5	4	4	1	2	4	1	5	1	1	1	1	1	Yes, first time, I will answer the following questions.	23	Male	Undergraduate degree (BA/BSc/other)	North American	6.0	2.0	7.0	2.0	5.0	6.0	6.0	1.0	7.0	5.0	The event really happened in my life.	ORIGINAL
6469	round-5	trust	52893	2021/10/06 6:41:34 pm EET	b623a96085d29a480b4fdcec515bce1f	1	2	1	1	1	1	2	1	1	1	1	1	when my girlfriend took care of my house when i was in the hospital	when my girlfriend took care of my house when i was in the hospital	days	weeks	4	5	5	1	3	5	1	3	5	1	4	2	3	4	1	5	1	3	1	1	3	3	4	No, I participated before and answered the next set of questions.	29	Male	High school	Hispanic/Latino	2.0	3.0	5.0	5.0	3.0	6.0	6.0	5.0	4.0	4.0	The event really happened in my life.	COPIED FROM: text id 51953
14	round-2	anger	210	2021/07/20 7:51:23 pm EET	17220e612ae7550dbdcf31ac8b40ebb7	1	1	1	1	1	2	2	1	1	1	1	1	a granparent died	a granparent died	weeks	weeks	5	5	3	2	2	1	5	2	3	1	1	2	1	4	1	2	4	3	3	1	5	3	5	No, I participated before and answered the next set of questions.	30	Female	Graduate degree (MA/MSc/MPhil/other)	European	5.0	4.0	6.0	5.0	6.0	6.0	7.0	2.0	5.0	2.0	--	COPIED FROM: text id 2104
756	round-4	boredom	4275	2021/09/20 12:39:34 am EET	8cffb0b29bdc89c7190141c2ab939ac4	1	2	1	2	2	3	1	2	2	1	1	1	I felt boredom  when I and my friend Jim, went out cycling. We intended to use public-paid cycles but after walking 500meters to the shop, all of them were already rented out. Oh, I could not walk back home. So I had to wait helplessly for someone to return a bike while Jim checked for another shop. Jim took almost 2 hours to get back and I had to wait for him..	I felt ...  when I and my friend Jim, went out cycling. We intended to use public-paid cycles but after walking 500meters to the shop, all of them were already rented out. Oh, I could not walk back home. So I had to wait helplessly for someone to return a bike while Jim checked for another shop. Jim took almost 2 hours to get back and I had to wait for him..	hours	hours	4	4	4	4	3	1	4	3	4	1	4	3	2	2	3	4	2	1	2	2	3	3	4	No, I participated before and answered the next set of questions.	29	Male	Doctorate degree (PhD/other)	European	6.0	2.0	4.0	6.0	5.0	6.0	7.0	3.0	6.0	2.0	--	COPIED FROM: text id 4116
6307	round-4	trust	41866	2021/09/19 11:57:41 pm EET	43d8d88220fd31e8cec0b53d663fcc6b	1	1	1	1	1	1	1	1	1	1	1	1	I felt trust when I was threatened at work because my manager put in place measures to keep me safe	I felt ... when I was threatened at work because my manager put in place measures to keep me safe	weeks	weeks	4	4	2	4	4	1	5	5	4	3	5	4	1	4	4	4	2	2	4	5	5	3	4	Yes, first time, I will answer the following questions.	33	Female	Graduate degree (MA/MSc/MPhil/other)	European	6.0	5.0	7.0	3.0	5.0	5.0	5.0	2.0	7.0	3.0	--	ORIGINAL
6363	round-5	trust	52676	2021/10/06 3:32:13 pm EET	6699a2c8852686148c127d554201d62b	1	1	1	1	1	2	1	1	1	1	1	1	i felt TRUST when i could really tell someone how i felt.	i felt ... when i could really tell someone how i felt.	hours	hours	4	4	2	1	1	1	5	4	1	3	3	1	3	3	4	1	2	3	1	1	5	5	5	No, I participated before and answered the next set of questions.	32	Female	High school	english	5.0	3.0	6.0	4.0	6.0	5.0	6.0	1.0	5.0	4.0	The event really happened in my life.	COPIED FROM: text id 52439
2502	round-3	joy	3632	2021/09/03 9:12:32 pm EET	4cd83c61495521cce50246c680de7775	1	2	1	1	1	1	1	1	1	1	1	1	visited the Italian mountains for the first time.	visited the Italian mountains for the first time.	weeks	weeks	4	4	1	1	4	5	1	1	1	2	4	2	1	1	2	4	1	5	1	1	1	1	1	No, I participated before and answered the next set of questions.	24	Male	High school	European	2.0	5.0	3.0	6.0	5.0	5.0	7.0	5.0	6.0	5.0	--	COPIED FROM: text id 3537
6032	round-6	surprise	61015	2021/11/01 9:49:24 pm CET	f5bb7cfb1ff362e4d928bac0d607d497	1	1	1	1	1	1	1	1	1	1	1	1	I found out my best friend at Uni was from the same Village in Nigeria as me	I found out my best friend at Uni was from the same Village in Nigeria as me	minutes	hours	3	3	5	1	1	5	1	1	1	1	1	1	2	1	1	1	5	1	1	1	1	1	1	No, I participated before and answered the next set of questions.	29	Male	Undergraduate degree (BA/BSc/other)	African	3.0	5.0	3.0	3.0	5.0	3.0	5.0	5.0	5.0	3.0	The event really happened in my life.	COPIED FROM: text id 6208
6573	round-6	trust	61079	2021/11/01 10:09:22 pm CET	a53ca1611c89559fa136da26b12e19df	1	2	1	2	1	2	1	1	2	1	1	1	when someone makes me feel comfortable	when someone makes me feel comfortable	hours	hours	4	5	3	3	4	4	1	3	3	4	3	4	4	4	3	4	2	3	2	1	2	1	2	Yes, first time, I will answer the following questions.	24	Female	Undergraduate degree (BA/BSc/other)	North American	5.0	4.0	5.0	4.0	5.0	5.0	6.0	3.0	4.0	4.0	The event really happened in my life.	ORIGINAL
3854	round-5	pride	51572	2021/10/06 2:34:55 pm EET	9a1c3fb2440455cc740c726ab35bd7a7	1	4	1	1	1	1	1	1	1	1	1	1	My son dis a poo in the potty by himself for the first time	My son dis a poo in the potty by himself for the first time	minutes	hours	2	5	4	2	3	4	2	4	1	1	5	4	2	3	2	4	1	5	1	1	3	1	2	No, I participated before and answered the next set of questions.	37	Male	Undergraduate degree (BA/BSc/other)	European	3.0	5.0	7.0	4.0	5.0	6.0	6.0	7.0	4.0	2.0	The event really happened in my life.	COPIED FROM: text id 5309
3697	round-4	pride	41115	2021/09/20 12:55:31 am EET	f9f5d01311e23769b4cacd22e498bfe8	1	2	1	1	1	1	1	3	1	1	1	1	I felt pride when I got a promotion	I felt ... when I got a promotion	weeks	hours	3	5	1	1	1	5	1	1	5	5	1	2	3	5	3	2	1	1	3	1	5	1	3	Yes, first time, I will answer the following questions.	20	Female	High school	European	4.0	4.0	6.0	2.0	5.0	1.0	4.0	4.0	4.0	4.0	--	ORIGINAL
2693	round-4	joy	4828	2021/09/20 1:43:46 am EET	c7972fe87baaad12d1bb739fd0b9bbb2	1	4	1	2	3	2	2	4	3	2	1	1	I felt joy when my now boyfriend told me he wanted to be in a relationship with me and that he would wait for when I was ready, because I felt safe and comfortable with his words and his feelings were something I never though somebody would experience over me.	I felt ... when my now boyfriend told me he wanted to be in a relationship with me and that he would wait for when I was ready, because I felt safe and comfortable with his words and his feelings were something I never though somebody would experience over me.	hours	days	4	5	4	1	3	4	2	5	4	3	4	2	4	1	3	2	2	4	3	1	4	1	3	No, I participated before and answered the next set of questions.	18	Gender Variant/Non-Conforming	Undergraduate degree (BA/BSc/other)	Hispanic/Latino	5.0	7.0	7.0	7.0	4.0	6.0	3.0	5.0	1.0	7.0	--	COPIED FROM: text id 41201
6319	round-5	trust	52750	2021/10/06 3:08:01 pm EET	7288d7ec8a01d53165be949cedd92baf	1	1	1	1	1	4	2	1	1	1	1	4	After I had an operation in hospital and had to leave my 3 week old baby with my partner for the hours that I was under general anaesthetic.	After I had an operation in hospital and had to leave my 3 week old baby with my partner for the hours that I was under general anaesthetic.	hours	hours	4	5	2	1	1	2	3	4	3	1	1	2	2	3	1	5	1	5	2	1	2	2	4	No, I participated before and answered the next set of questions.	26	Female	Undergraduate degree (BA/BSc/other)	European	5.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	The event really happened in my life.	COPIED FROM: text id 51143
1309	round-4	disgust	4474	2021/09/20 1:35:00 am EET	07f5de5b9146f1dfaf3ac3c4f707a11e	1	2	1	1	3	1	1	1	1	1	1	2	I felt DISGUST when I was required to check out $300 USD worth of meat at my job as a cashier. The meat was juicy and wet and I didn't enjoy touching any of it, much less that large amount of it.	I felt ... when I was required to check out $300 USD worth of meat at my job as a cashier. The meat was juicy and wet and I didn't enjoy touching any of it, much less that large amount of it.	minutes	minutes	4	5	1	2	4	1	5	1	2	1	5	5	1	4	2	4	1	5	1	1	4	3	2	Yes, first time, I will answer the following questions.	19	Gender Variant/Non-Conforming	High school	North American	5.0	7.0	6.0	7.0	5.0	5.0	7.0	3.0	1.0	3.0	--	ORIGINAL
6127	round-3	trust	31336	2021/09/03 10:50:19 pm EET	637104db7200547c43914b47ba7de345	1	1	1	1	1	1	2	1	1	1	1	2	I had to believe that doctors would get me beyter	I had to believe that doctors would get me beyter	weeks	weeks	5	5	5	1	1	1	5	5	5	1	1	1	2	5	1	5	5	5	3	1	1	4	5	No, I participated before and answered the next set of questions.	26	Female	Undergraduate degree (BA/BSc/other)	European	3.7	3.7	4.7	5.0	4.7	3.3	5.7	1.7	3.7	2.7	--	AVERAGED: text id 3938, 31041, 31284
5012	round-5	sadness	52117	2021/10/06 2:58:17 pm EET	bcc45358fe28eec328647feea4f36615	1	3	1	1	1	4	2	3	2	1	1	2	I couldn't visit my parents during covid lockdowns	I couldn't visit my parents during covid lockdowns	weeks	weeks	5	5	4	1	1	1	5	1	5	1	2	1	1	4	1	2	5	3	2	1	5	4	4	No, I participated before and answered the next set of questions.	22	Female	Graduate degree (MA/MSc/MPhil/other)	North American	7.0	2.0	6.0	6.0	5.0	2.0	6.0	1.0	3.0	1.0	The event really happened in my life.	COPIED FROM: text id 51157
4904	round-4	sadness	41483	2021/09/20 1:25:32 am EET	388530ce0a122fbed145773701f3fa74	1	4	1	1	1	1	1	1	1	1	1	3	I felt sadness when my cousin passed away, because she was a close friend of mine.	I felt ... when my cousin passed away, because she was a close friend of mine.	weeks	weeks	5	5	5	4	4	1	5	5	5	1	1	4	1	5	1	1	5	4	2	1	5	5	5	No, I participated before and answered the next set of questions.	23	Male	High school	Hispanic/Latino	1.0	6.0	7.0	3.0	1.0	6.0	3.0	3.0	6.0	2.0	--	COPIED FROM: text id 41834
6329	round-5	trust	52760	2021/10/06 3:25:48 pm EET	d99341c34da32e19e1103c9cfd5a737c	1	1	1	1	1	1	1	1	1	1	1	1	when i was buying my house because the estate agent kept me in the loop throughout the whole process and i felt like i was in control	when i was buying my house because the estate agent kept me in the loop throughout the whole process and i felt like i was in control	weeks	weeks	4	5	1	3	4	5	1	5	1	5	4	5	4	4	4	1	1	4	1	1	5	1	4	No, I participated before and answered the next set of questions.	27	Female	Undergraduate degree (BA/BSc/other)	South Asian	6.0	3.0	6.0	4.0	6.0	6.0	6.0	2.0	5.0	2.0	The event really happened in my life.	COPIED FROM: text id 52097
5309	round-4	shame	41530	2021/09/20 12:19:47 am EET	15ee2cd0dbf7b0f8a4214b1f8283878e	1	2	1	1	1	1	1	1	1	1	1	2	My neighbour was angry at the amount of noise my autistic children make and instead of talking to me about it she posted on a public facebook page that most of my friends are members of, and many people responded by assuming I was abusing them.	My neighbour was angry at the amount of noise my autistic children make and instead of talking to me about it she posted on a public facebook page that most of my friends are members of, and many people responded by assuming I was abusing them.	hours	weeks	5	5	5	1	1	1	5	5	1	2	5	5	1	5	2	4	1	1	5	4	5	4	5	No, I participated before and answered the next set of questions.	36	Female	Graduate degree (MA/MSc/MPhil/other)	European	3.0	1.0	5.0	7.0	4.0	6.0	4.0	4.0	3.0	2.0	--	COPIED FROM: text id 462
2503	round-3	joy	3633	2021/09/03 9:12:33 pm EET	6c6e11b590bc30c0655d106008bc2cb0	1	1	1	1	1	1	1	1	1	1	1	1	I got a job I really wanted.	I got a job I really wanted.	minutes	days	5	5	1	2	2	3	3	5	1	4	4	5	5	4	2	4	3	3	1	1	5	2	4	Yes, first time, I will answer the following questions.	46	Male	Undergraduate degree (BA/BSc/other)	Australian/New Zealander	2.0	1.0	6.0	2.0	6.0	5.0	7.0	2.0	6.0	2.0	--	ORIGINAL
3482	round-6	no-emotion	6536	2021/11/01 8:35:23 pm CET	252512c5d017f3c854d0557faa52a26a	2	4	1	2	3	1	1	3	2	1	1	1	driving home from school	driving home from school	hours	hours	1	4	1	4	5	3	1	3	1	4	4	5	5	3	5	4	2	4	1	1	4	1	1	No, I participated before and answered the next set of questions.	21	Female	High school	North American	5.0	2.0	6.0	3.0	6.0	3.0	5.0	1.0	5.0	5.0	The event really happened in my life.	COPIED FROM: text id 611
3334	round-5	no-emotion	51374	2021/10/06 2:55:46 pm EET	20b9c3112786d4dcff4257d5346b9e42	1	1	1	1	1	1	1	1	1	1	1	1	when a guy yelled at me	when a guy yelled at me	seconds	seconds	3	5	5	3	1	3	3	3	4	3	5	4	2	4	4	4	1	5	4	4	4	2	1	No, I participated before and answered the next set of questions.	67	Female	Undergraduate degree (BA/BSc/other)	European	4.0	1.0	6.0	2.0	6.0	6.0	6.0	2.0	6.0	4.0	The event really happened in my life.	COPIED FROM: text id 5779
4463	round-5	relief	51865	2021/10/06 3:15:46 pm EET	eef4d848d7f616ed2295e4a70aa5c5b2	2	3	2	2	2	2	2	2	2	2	2	3	I was given a clean bill of health after a long illness	I was given a clean bill of health after a long illness	minutes	hours	5	5	4	4	2	5	1	4	2	2	2	2	2	4	1	4	5	2	2	1	5	3	5	No, I participated before and answered the next set of questions.	51	Female	Undergraduate degree (BA/BSc/other)	European	6.0	2.0	6.0	5.0	6.0	1.0	6.0	2.0	4.0	3.0	The event really happened in my life.	COPIED FROM: text id 5105
504	round-6	anger	647	2021/11/01 8:43:38 pm CET	1a23a403ff7c60919c048c1261b9721b	4	2	2	4	4	2	2	2	5	2	1	1	I got a bad mark on a test i worked hard on.	I got a bad mark on a test i worked hard on.	minutes	weeks	4	5	3	2	2	1	5	2	2	4	1	2	3	3	3	1	1	1	3	1	1	4	1	Yes, first time, I will answer the following questions.	22	Female	Undergraduate degree (BA/BSc/other)	North American	1.0	1.0	7.0	7.0	5.0	2.0	2.0	5.0	2.0	2.0	The event really happened in my life.	ORIGINAL
2835	round-5	joy	51175	2021/10/06 2:53:34 pm EET	c5d8f5185d75898bf8382c0713f1f770	1	1	1	1	1	2	3	2	1	1	2	1	my daughter taught herself how to do a backflip after weeks of trying.	my daughter taught herself how to do a backflip after weeks of trying.	minutes	days	5	5	3	2	2	5	1	4	1	1	5	4	5	5	2	5	1	3	1	1	5	1	1	Yes, first time, I will answer the following questions.	37	Female	Undergraduate degree (BA/BSc/other)	North American	2.0	5.0	7.0	3.0	5.0	5.0	7.0	1.0	3.0	1.0	The event really happened in my life.	ORIGINAL
2766	round-5	joy	51099	2021/10/06 2:37:44 pm EET	360870c658edc4c82b96bf6bb132cc56	1	1	1	1	1	4	4	4	1	1	1	3	I got my first job	I got my first job	days	days	5	4	4	1	1	4	1	4	4	1	1	1	4	1	4	4	1	4	1	1	4	1	2	No, I participated before and answered the next set of questions.	29	Female	Graduate degree (MA/MSc/MPhil/other)	African	6.0	2.0	6.0	2.0	6.0	6.0	6.0	2.0	6.0	2.0	The event really happened in my life.	COPIED FROM: text id 5726
1936	round-5	fear	5726	2021/10/06 1:37:02 pm EET	360870c658edc4c82b96bf6bb132cc56	3	1	1	1	3	4	4	4	1	3	1	3	when I had a car accident with my friend	when I had a car accident with my friend	minutes	days	5	5	5	1	1	1	5	1	1	1	5	1	1	5	1	5	5	5	1	1	5	5	4	Yes, first time, I will answer the following questions.	29	Female	Graduate degree (MA/MSc/MPhil/other)	African	6.0	2.0	6.0	2.0	6.0	6.0	6.0	2.0	6.0	2.0	The event really happened in my life.	ORIGINAL
5449	round-5	shame	52385	2021/10/06 3:31:16 pm EET	2c0b5e8ea5f249e08a19a0883a176390	1	1	1	1	1	1	1	1	1	1	1	1	when i tripped into the wall while playing table tennis with friends after jokingly mocking my friend's skills	when i tripped into the wall while playing table tennis with friends after jokingly mocking my friend's skills	hours	minutes	3	5	5	2	3	3	4	1	3	4	4	2	2	4	1	4	1	4	2	1	4	4	4	Yes, first time, I will answer the following questions.	22	Male	High school	South Asian	4.0	6.0	5.0	2.0	6.0	3.0	5.0	5.0	7.0	2.0	The event really happened in my life.	ORIGINAL
